Extent_north,Datetime,Extent_south,Extent_total
11.06,2002-11-25,13.955,25.015
11.213,2002-11-26,13.809,25.022
11.377,2002-11-27,13.704,25.081000000000003
11.476,2002-11-28,13.604,25.08
11.499,2002-11-29,13.501,25.0
11.549,2002-11-30,13.453,25.002
11.728,2002-12-01,13.296,25.024
11.785,2002-12-02,13.176,24.961
11.874,2002-12-03,13.046,24.92
11.909,2002-12-04,12.894,24.803
11.978,2002-12-05,12.746,24.724
11.981,2002-12-06,12.673,24.654
11.966,2002-12-07,12.553,24.519
11.972,2002-12-08,12.431,24.403
12.118,2002-12-09,12.285,24.403
12.188,2002-12-10,12.031,24.219
12.239,2002-12-11,11.866,24.105
12.32,2002-12-12,11.696,24.016
12.38,2002-12-13,11.532,23.912
12.487,2002-12-14,11.388,23.875
12.572,2002-12-15,11.203,23.775
12.666,2002-12-16,10.977,23.643
12.715,2002-12-17,10.782,23.497
12.922,2002-12-18,10.591,23.512999999999998
12.925,2002-12-19,10.411,23.336
12.837,2002-12-20,10.16,22.997
12.878,2002-12-21,9.88,22.758000000000003
12.909,2002-12-22,9.626,22.535
12.998,2002-12-23,9.417,22.415
13.091,2002-12-24,9.221,22.311999999999998
13.112,2002-12-25,8.981,22.093
13.206,2002-12-26,8.801,22.006999999999998
13.376,2002-12-27,8.564,21.939999999999998
13.366,2002-12-28,8.34,21.706
13.377,2002-12-29,8.157,21.534
13.483,2002-12-30,7.916,21.399
13.504,2002-12-31,7.708,21.212
13.647,2003-01-01,7.496,21.143
13.698,2003-01-02,7.398,21.096
13.876,2003-01-03,7.304,21.18
13.925,2003-01-04,7.195,21.12
14.036,2003-01-05,7.096,21.131999999999998
14.075,2003-01-06,6.939,21.014
14.092,2003-01-07,6.813,20.905
14.12,2003-01-08,6.693,20.813
14.094,2003-01-09,6.576,20.669999999999998
14.126,2003-01-10,6.427,20.552999999999997
14.219,2003-01-11,6.252,20.471
14.278,2003-01-12,6.166,20.444000000000003
14.285,2003-01-13,5.968,20.253
14.395,2003-01-14,5.884,20.279
14.424,2003-01-15,5.828,20.252
14.518,2003-01-16,5.698,20.216
14.584,2003-01-17,5.613,20.197
14.638,2003-01-18,5.57,20.208
14.684,2003-01-19,5.459,20.143
14.796,2003-01-20,5.298,20.094
14.739,2003-01-21,5.175,19.914
14.555,2003-01-22,5.044,19.599
14.481,2003-01-23,4.911,19.392
14.528,2003-01-24,4.809,19.337
14.585,2003-01-25,4.742,19.327
14.583,2003-01-26,4.61,19.193
14.791,2003-01-27,4.516,19.307000000000002
14.891,2003-01-28,4.464,19.355
14.771,2003-01-29,4.386,19.157
14.811,2003-01-30,4.336,19.147
14.871,2003-01-31,4.288,19.159
14.946,2003-02-01,4.186,19.131999999999998
14.954,2003-02-02,4.128,19.082
14.889,2003-02-03,4.062,18.951
14.876,2003-02-04,4.023,18.899
14.905,2003-02-05,3.975,18.88
14.834,2003-02-06,3.947,18.781
14.942,2003-02-07,3.908,18.85
14.975,2003-02-08,3.85,18.825
14.996,2003-02-09,3.84,18.836
15.003,2003-02-10,3.811,18.814
15.057,2003-02-11,3.757,18.814
15.078,2003-02-12,3.711,18.788999999999998
15.142,2003-02-13,3.727,18.869
15.139,2003-02-14,3.693,18.832
15.212,2003-02-15,3.704,18.916
15.306,2003-02-16,3.727,19.032999999999998
15.345,2003-02-17,3.626,18.971
15.354,2003-02-18,3.658,19.012
15.359,2003-02-19,3.631,18.99
15.386,2003-02-20,3.656,19.041999999999998
15.461,2003-02-21,3.684,19.145
15.443,2003-02-22,3.696,19.139
15.438,2003-02-23,3.737,19.175
15.439,2003-02-24,3.696,19.135
15.41,2003-02-25,3.655,19.065
15.506,2003-02-26,3.686,19.192
15.495,2003-02-27,3.656,19.151
15.518,2003-02-28,3.65,19.168
15.555,2003-03-01,3.643,19.198
15.61,2003-03-02,3.647,19.256999999999998
15.616,2003-03-03,3.655,19.271
15.524,2003-03-04,3.722,19.246
15.472,2003-03-05,3.717,19.189
15.44,2003-03-06,3.751,19.191
15.443,2003-03-07,3.777,19.22
15.438,2003-03-08,3.813,19.251
15.381,2003-03-09,3.888,19.269
15.326,2003-03-10,3.975,19.301000000000002
15.347,2003-03-11,4.034,19.381
15.32,2003-03-12,4.064,19.384
15.278,2003-03-13,4.16,19.438000000000002
15.331,2003-03-14,4.218,19.549
15.4,2003-03-15,4.27,19.67
15.433,2003-03-16,4.353,19.786
15.485,2003-03-17,4.36,19.845
15.561,2003-03-18,4.485,20.046
15.56,2003-03-19,4.538,20.098
15.629,2003-03-20,4.638,20.267
15.627,2003-03-21,4.748,20.375
15.599,2003-03-22,4.92,20.519
15.511,2003-03-23,5.008,20.519
15.603,2003-03-24,5.073,20.676000000000002
15.587,2003-03-25,5.158,20.745
15.604,2003-03-26,5.168,20.772
15.578,2003-03-27,5.239,20.817
15.499,2003-03-28,5.331,20.830000000000002
15.474,2003-03-29,5.384,20.858
15.426,2003-03-30,5.49,20.916
15.375,2003-03-31,5.548,20.923000000000002
15.232,2003-04-01,5.616,20.848
15.081,2003-04-02,5.666,20.747
15.019,2003-04-03,5.803,20.822
15.045,2003-04-04,5.964,21.009
14.965,2003-04-05,6.086,21.051000000000002
15.021,2003-04-06,6.166,21.187
14.868,2003-04-07,6.295,21.163
14.889,2003-04-08,6.392,21.281
14.817,2003-04-09,6.524,21.341
14.784,2003-04-10,6.622,21.406
14.726,2003-04-11,6.768,21.494
14.695,2003-04-12,6.844,21.539
14.635,2003-04-13,6.973,21.608
14.523,2003-04-14,6.989,21.512
14.531,2003-04-15,7.059,21.59
14.565,2003-04-16,7.199,21.764
14.475,2003-04-17,7.236,21.711
14.345,2003-04-18,7.358,21.703
14.332,2003-04-19,7.464,21.796
14.276,2003-04-20,7.629,21.905
14.232,2003-04-21,7.805,22.037
14.235,2003-04-22,7.945,22.18
14.292,2003-04-23,8.101,22.393
14.15,2003-04-24,8.151,22.301000000000002
14.122,2003-04-25,8.284,22.406
13.969,2003-04-26,8.403,22.372
13.994,2003-04-27,8.554,22.548000000000002
13.919,2003-04-28,8.665,22.584
13.827,2003-04-29,8.775,22.602
13.798,2003-04-30,8.912,22.71
13.71,2003-05-01,9.015,22.725
13.549,2003-05-02,9.172,22.721
13.551,2003-05-03,9.288,22.839
13.481,2003-05-04,9.385,22.866
13.412,2003-05-05,9.479,22.891
13.358,2003-05-06,9.594,22.951999999999998
13.306,2003-05-07,9.672,22.978
13.265,2003-05-08,9.739,23.004
13.165,2003-05-09,9.788,22.953
13.143,2003-05-10,9.887,23.03
13.056,2003-05-11,10.035,23.091
13.09,2003-05-12,10.198,23.288
13.087,2003-05-13,10.293,23.38
13.086,2003-05-14,10.348,23.434
13.007,2003-05-15,10.498,23.505
12.955,2003-05-16,10.601,23.556
12.965,2003-05-17,10.768,23.733
12.952,2003-05-18,10.919,23.871000000000002
12.933,2003-05-19,11.048,23.981
12.874,2003-05-20,11.24,24.114
12.854,2003-05-21,11.465,24.319
12.839,2003-05-22,11.491,24.33
12.783,2003-05-23,11.541,24.323999999999998
12.786,2003-05-24,11.71,24.496000000000002
12.689,2003-05-25,11.826,24.515
12.681,2003-05-26,11.92,24.601
12.689,2003-05-27,12.063,24.752000000000002
12.603,2003-05-28,12.256,24.859
12.566,2003-05-29,12.377,24.943
12.58,2003-05-30,12.544,25.124000000000002
12.483,2003-05-31,12.65,25.133000000000003
12.386,2003-06-01,12.721,25.107
12.409,2003-06-02,12.786,25.195
12.382,2003-06-03,12.864,25.246000000000002
12.354,2003-06-04,12.944,25.298000000000002
12.228,2003-06-05,13.008,25.235999999999997
12.187,2003-06-06,13.145,25.332
12.087,2003-06-07,13.235,25.322
12.024,2003-06-08,13.331,25.354999999999997
12.029,2003-06-09,13.435,25.464
11.993,2003-06-10,13.547,25.54
11.977,2003-06-11,13.691,25.668
11.942,2003-06-12,13.695,25.637
11.802,2003-06-13,13.792,25.594
11.755,2003-06-14,13.963,25.718
11.665,2003-06-15,13.986,25.651
11.625,2003-06-16,14.091,25.716
11.505,2003-06-17,14.18,25.685000000000002
11.462,2003-06-18,14.312,25.774
11.387,2003-06-19,14.298,25.685000000000002
11.351,2003-06-20,14.3,25.651000000000003
11.279,2003-06-21,14.35,25.628999999999998
11.12,2003-06-22,14.431,25.551
11.064,2003-06-23,14.577,25.641
11.044,2003-06-24,14.74,25.784
11.048,2003-06-25,14.774,25.822
10.903,2003-06-26,14.917,25.82
10.839,2003-06-27,14.979,25.817999999999998
10.854,2003-06-28,15.062,25.915999999999997
10.796,2003-06-29,15.155,25.951
10.624,2003-06-30,15.252,25.876
10.45,2003-07-01,15.333,25.783
10.344,2003-07-02,15.461,25.805
10.268,2003-07-03,15.511,25.779
10.233,2003-07-04,15.556,25.789
10.18,2003-07-05,15.609,25.789
10.1,2003-07-06,15.75,25.85
10.02,2003-07-07,15.753,25.773
9.947,2003-07-08,15.836,25.783
9.856,2003-07-09,15.892,25.747999999999998
9.824,2003-07-10,16.024,25.848
9.763,2003-07-11,16.025,25.787999999999997
9.643,2003-07-12,16.036,25.679000000000002
9.434,2003-07-13,16.122,25.555999999999997
9.443,2003-07-14,16.18,25.622999999999998
9.366,2003-07-15,16.229,25.595
9.237,2003-07-16,16.351,25.588
9.11,2003-07-17,16.466,25.576
9.007,2003-07-18,16.564,25.570999999999998
8.951,2003-07-19,16.692,25.643
8.862,2003-07-20,16.745,25.607
8.751,2003-07-21,16.873,25.624000000000002
8.646,2003-07-22,16.97,25.616
8.53,2003-07-23,17.022,25.552
8.408,2003-07-24,17.085,25.493000000000002
8.298,2003-07-25,17.129,25.427
8.305,2003-07-26,17.134,25.439
8.294,2003-07-27,17.11,25.404
8.234,2003-07-28,17.205,25.439
8.148,2003-07-29,17.208,25.355999999999998
8.059,2003-07-30,17.261,25.32
7.947,2003-07-31,17.329,25.276
7.788,2003-08-01,17.326,25.114
7.722,2003-08-02,17.333,25.055
7.555,2003-08-03,17.432,24.987
7.601,2003-08-04,17.325,24.926
7.538,2003-08-05,17.271,24.809
7.51,2003-08-06,17.278,24.787999999999997
7.299,2003-08-07,17.298,24.596999999999998
7.202,2003-08-08,17.397,24.598999999999997
7.17,2003-08-09,17.495,24.665
7.109,2003-08-10,17.519,24.628
7.1,2003-08-11,17.454,24.554000000000002
7.103,2003-08-12,17.44,24.543
6.968,2003-08-13,17.466,24.434
6.953,2003-08-14,17.424,24.377
6.848,2003-08-15,17.436,24.284
6.817,2003-08-16,17.487,24.304
6.758,2003-08-17,17.588,24.346
6.818,2003-08-18,17.62,24.438000000000002
6.7,2003-08-19,17.633,24.333
6.633,2003-08-20,17.613,24.246
6.638,2003-08-21,17.616,24.253999999999998
6.615,2003-08-22,17.676,24.290999999999997
6.559,2003-08-23,17.727,24.286
6.547,2003-08-24,17.764,24.311
6.54,2003-08-25,17.819,24.358999999999998
6.583,2003-08-26,17.892,24.475
6.511,2003-08-27,17.969,24.48
6.495,2003-08-28,17.948,24.443
6.476,2003-08-29,17.912,24.387999999999998
6.461,2003-08-30,17.944,24.405
6.395,2003-08-31,17.955,24.349999999999998
6.283,2003-09-01,17.93,24.213
6.321,2003-09-02,17.925,24.246000000000002
6.252,2003-09-03,17.918,24.169999999999998
6.241,2003-09-04,17.905,24.146
6.165,2003-09-05,18.003,24.168
6.113,2003-09-06,18.024,24.137
6.093,2003-09-07,18.044,24.137
6.11,2003-09-08,18.083,24.192999999999998
6.103,2003-09-09,18.073,24.176000000000002
6.065,2003-09-10,18.05,24.115000000000002
6.04,2003-09-11,18.113,24.153
6.055,2003-09-12,18.189,24.244
6.103,2003-09-13,18.292,24.395000000000003
6.023,2003-09-14,18.263,24.286
6.032,2003-09-15,18.21,24.242
6.037,2003-09-16,18.233,24.27
5.969,2003-09-17,18.334,24.303
5.975,2003-09-18,18.378,24.353
6.095,2003-09-19,18.467,24.561999999999998
6.16,2003-09-20,18.548,24.708
6.093,2003-09-21,18.583,24.676
5.998,2003-09-22,18.554,24.552
6.033,2003-09-23,18.549,24.582
6.051,2003-09-24,18.629,24.68
6.149,2003-09-25,18.68,24.829
6.133,2003-09-26,18.611,24.744
6.125,2003-09-27,18.582,24.707
6.169,2003-09-28,18.611,24.78
6.201,2003-09-29,18.587,24.788
6.296,2003-09-30,18.581,24.877
6.441,2003-10-01,18.56,25.000999999999998
6.484,2003-10-02,18.539,25.023000000000003
6.572,2003-10-03,18.573,25.145
6.643,2003-10-04,18.591,25.234
6.764,2003-10-05,18.536,25.3
6.829,2003-10-06,18.45,25.279
6.911,2003-10-07,18.373,25.284
6.985,2003-10-08,18.404,25.389
6.958,2003-10-09,18.278,25.235999999999997
7.003,2003-10-10,18.208,25.211
7.076,2003-10-11,18.112,25.188
7.144,2003-10-12,18.103,25.247
7.36,2003-10-13,18.1,25.46
7.582,2003-10-14,18.071,25.653000000000002
7.688,2003-10-15,18.085,25.773
7.813,2003-10-16,18.065,25.878
7.937,2003-10-17,18.102,26.039
8.111,2003-10-18,18.135,26.246000000000002
8.275,2003-10-19,18.185,26.46
8.431,2003-10-20,18.256,26.686999999999998
8.575,2003-10-21,18.228,26.803
8.672,2003-10-22,18.155,26.827
8.822,2003-10-23,18.078,26.9
8.923,2003-10-24,18.13,27.052999999999997
8.919,2003-10-25,18.073,26.992
8.945,2003-10-26,18.006,26.951
9.009,2003-10-27,18.059,27.068
9.044,2003-10-28,18.017,27.061
9.075,2003-10-29,17.957,27.032
9.113,2003-10-30,17.852,26.965
9.193,2003-10-31,17.857,27.049999999999997
9.367,2003-11-01,17.726,27.093
9.473,2003-11-02,17.632,27.105000000000004
9.438,2003-11-03,17.518,26.956000000000003
9.481,2003-11-04,17.4,26.881
9.435,2003-11-05,17.301,26.735999999999997
9.441,2003-11-06,17.188,26.628999999999998
9.5,2003-11-07,17.117,26.617
9.602,2003-11-08,17.02,26.622
9.607,2003-11-09,16.956,26.563
9.685,2003-11-10,16.899,26.584000000000003
9.748,2003-11-11,16.769,26.516999999999996
9.81,2003-11-12,16.709,26.519
9.903,2003-11-13,16.619,26.522
9.986,2003-11-14,16.525,26.511
10.063,2003-11-15,16.375,26.438000000000002
10.173,2003-11-16,16.233,26.406
10.274,2003-11-17,15.971,26.244999999999997
10.335,2003-11-18,15.859,26.194000000000003
10.35,2003-11-19,15.755,26.105
10.388,2003-11-20,15.619,26.006999999999998
10.397,2003-11-21,15.462,25.859
10.45,2003-11-22,15.333,25.783
10.5,2003-11-23,15.178,25.678
10.585,2003-11-24,14.992,25.577
10.702,2003-11-25,14.899,25.601
10.833,2003-11-26,14.761,25.594
10.918,2003-11-27,14.625,25.543
11.004,2003-11-28,14.436,25.439999999999998
11.141,2003-11-29,14.257,25.398
11.171,2003-11-30,14.152,25.323
11.327,2003-12-01,14.065,25.392
11.402,2003-12-02,13.795,25.197
11.581,2003-12-03,13.509,25.09
11.736,2003-12-04,13.174,24.91
11.73,2003-12-05,12.993,24.723
11.749,2003-12-06,12.713,24.462
11.896,2003-12-07,12.527,24.423000000000002
11.987,2003-12-08,12.282,24.269
12.063,2003-12-09,12.006,24.069000000000003
12.129,2003-12-10,11.794,23.923000000000002
12.26,2003-12-11,11.654,23.914
12.397,2003-12-12,11.494,23.891
12.436,2003-12-13,11.303,23.739
12.503,2003-12-14,11.039,23.542
12.625,2003-12-15,10.778,23.403
12.752,2003-12-16,10.536,23.288
12.881,2003-12-17,10.249,23.130000000000003
12.918,2003-12-18,10.05,22.968
12.97,2003-12-19,9.752,22.722
12.88,2003-12-20,9.537,22.417
13.034,2003-12-21,9.331,22.365000000000002
13.14,2003-12-22,9.116,22.256
13.23,2003-12-23,9.015,22.245
13.306,2003-12-24,8.845,22.151
13.289,2003-12-25,8.575,21.863999999999997
13.308,2003-12-26,8.411,21.719
13.272,2003-12-27,8.134,21.406
13.352,2003-12-28,7.919,21.271
13.379,2003-12-29,7.769,21.148
13.32,2003-12-30,7.618,20.938000000000002
13.387,2003-12-31,7.488,20.875
13.502,2004-01-01,7.374,20.876
13.538,2004-01-02,7.275,20.813000000000002
13.502,2004-01-03,6.988,20.490000000000002
13.59,2004-01-04,6.766,20.356
13.617,2004-01-05,6.59,20.207
13.594,2004-01-06,6.495,20.089
13.631,2004-01-07,6.358,19.989
13.749,2004-01-08,6.289,20.038
13.794,2004-01-09,6.289,20.083
13.842,2004-01-10,6.219,20.061
13.917,2004-01-11,5.989,19.906
13.991,2004-01-12,5.838,19.829
14.075,2004-01-13,5.741,19.816
14.148,2004-01-14,5.679,19.826999999999998
14.056,2004-01-15,5.66,19.716
14.203,2004-01-16,5.58,19.783
14.077,2004-01-17,5.505,19.582
14.139,2004-01-18,5.358,19.497
14.203,2004-01-19,5.291,19.494
14.28,2004-01-20,5.146,19.426
14.233,2004-01-21,5.014,19.247
14.237,2004-01-22,4.914,19.151
14.32,2004-01-23,4.888,19.208
14.321,2004-01-24,4.748,19.069
14.217,2004-01-25,4.703,18.92
14.321,2004-01-26,4.636,18.957
14.366,2004-01-27,4.625,18.991
14.342,2004-01-28,4.524,18.866
14.337,2004-01-29,4.363,18.7
14.28,2004-01-30,4.27,18.549999999999997
14.397,2004-01-31,4.191,18.588
14.36,2004-02-01,4.088,18.448
14.389,2004-02-02,4.079,18.468
14.497,2004-02-03,4.001,18.498
14.515,2004-02-04,3.957,18.472
14.53,2004-02-05,3.917,18.447
14.564,2004-02-06,3.903,18.467
14.691,2004-02-07,3.866,18.557000000000002
14.692,2004-02-08,3.781,18.473
14.787,2004-02-09,3.721,18.508000000000003
14.827,2004-02-10,3.601,18.428
14.862,2004-02-11,3.58,18.442
14.947,2004-02-12,3.532,18.479
15.021,2004-02-13,3.512,18.533
15.024,2004-02-14,3.5,18.524
15.034,2004-02-15,3.475,18.509
15.029,2004-02-16,3.437,18.466
15.037,2004-02-17,3.33,18.367
15.028,2004-02-18,3.357,18.385
15.088,2004-02-19,3.297,18.384999999999998
15.082,2004-02-20,3.259,18.341
15.147,2004-02-21,3.363,18.51
15.165,2004-02-22,3.325,18.49
15.15,2004-02-23,3.314,18.464
15.169,2004-02-24,3.39,18.559
15.144,2004-02-25,3.39,18.534
15.169,2004-02-26,3.457,18.626
15.185,2004-02-27,3.438,18.623
15.187,2004-02-28,3.505,18.692
15.197,2004-02-29,3.548,18.744999999999997
15.104,2004-03-01,3.604,18.708
15.068,2004-03-02,3.691,18.759
15.052,2004-03-03,3.768,18.82
15.004,2004-03-04,3.73,18.733999999999998
15.04,2004-03-05,3.813,18.852999999999998
15.117,2004-03-06,3.862,18.979
15.157,2004-03-07,3.893,19.05
15.161,2004-03-08,3.93,19.091
15.269,2004-03-09,3.984,19.253
15.3,2004-03-10,4.052,19.352
15.191,2004-03-11,4.157,19.348
15.085,2004-03-12,4.188,19.273
14.854,2004-03-13,4.242,19.096
14.89,2004-03-14,4.451,19.341
14.908,2004-03-15,4.408,19.316
14.944,2004-03-16,4.552,19.496000000000002
15.013,2004-03-17,4.618,19.631
14.943,2004-03-18,4.685,19.628
14.941,2004-03-19,4.752,19.693
14.955,2004-03-20,4.795,19.75
14.954,2004-03-21,4.839,19.793
14.844,2004-03-22,4.907,19.750999999999998
14.824,2004-03-23,5.001,19.825
14.882,2004-03-24,5.102,19.984
14.958,2004-03-25,5.189,20.147
15.048,2004-03-26,5.172,20.22
15.016,2004-03-27,5.215,20.231
14.83,2004-03-28,5.254,20.084
14.793,2004-03-29,5.376,20.169
14.784,2004-03-30,5.479,20.263
14.841,2004-03-31,5.603,20.444
14.742,2004-04-01,5.748,20.490000000000002
14.735,2004-04-02,5.89,20.625
14.68,2004-04-03,5.999,20.679
14.682,2004-04-04,6.101,20.783
14.669,2004-04-05,6.237,20.906
14.595,2004-04-06,6.315,20.91
14.504,2004-04-07,6.457,20.961
14.461,2004-04-08,6.55,21.011
14.421,2004-04-09,6.595,21.016
14.325,2004-04-10,6.701,21.026
14.119,2004-04-11,6.839,20.958
13.948,2004-04-12,6.999,20.947
13.883,2004-04-13,7.076,20.959
13.9,2004-04-14,7.127,21.027
13.861,2004-04-15,7.235,21.096
13.821,2004-04-16,7.361,21.182
13.768,2004-04-17,7.501,21.269000000000002
13.715,2004-04-18,7.562,21.277
13.778,2004-04-19,7.6,21.378
13.767,2004-04-20,7.652,21.419
13.682,2004-04-21,7.758,21.44
13.649,2004-04-22,7.912,21.561
13.556,2004-04-23,8.053,21.609
13.554,2004-04-24,8.075,21.628999999999998
13.577,2004-04-25,8.156,21.733
13.5,2004-04-26,8.29,21.79
13.52,2004-04-27,8.43,21.95
13.443,2004-04-28,8.602,22.045
13.43,2004-04-29,8.749,22.179000000000002
13.335,2004-04-30,8.823,22.158
13.203,2004-05-01,8.901,22.104
13.113,2004-05-02,9.045,22.158
13.129,2004-05-03,9.142,22.271
13.128,2004-05-04,9.264,22.392
13.019,2004-05-05,9.383,22.402
12.97,2004-05-06,9.396,22.366
12.901,2004-05-07,9.475,22.375999999999998
12.781,2004-05-08,9.579,22.36
12.796,2004-05-09,9.681,22.476999999999997
12.706,2004-05-10,9.775,22.481
12.709,2004-05-11,9.918,22.627
12.632,2004-05-12,10.063,22.695
12.563,2004-05-13,10.123,22.686
12.529,2004-05-14,10.244,22.773
12.48,2004-05-15,10.344,22.823999999999998
12.476,2004-05-16,10.422,22.898000000000003
12.43,2004-05-17,10.416,22.846
12.437,2004-05-18,10.464,22.901
12.394,2004-05-19,10.683,23.076999999999998
12.334,2004-05-20,10.855,23.189
12.352,2004-05-21,10.875,23.227
12.292,2004-05-22,10.953,23.244999999999997
12.261,2004-05-23,11.075,23.336
12.242,2004-05-24,11.207,23.449
12.215,2004-05-25,11.423,23.637999999999998
12.198,2004-05-26,11.649,23.847
12.283,2004-05-27,11.836,24.119
12.209,2004-05-28,12.072,24.281
12.229,2004-05-29,12.111,24.34
12.194,2004-05-30,12.075,24.269
12.106,2004-05-31,12.122,24.228
11.965,2004-06-01,12.262,24.227
11.96,2004-06-02,12.359,24.319000000000003
11.923,2004-06-03,12.567,24.490000000000002
11.914,2004-06-04,12.613,24.527
11.862,2004-06-05,12.638,24.5
11.851,2004-06-06,12.7,24.551000000000002
11.814,2004-06-07,12.78,24.594
11.807,2004-06-08,12.937,24.744
11.769,2004-06-09,13.055,24.823999999999998
11.723,2004-06-10,13.142,24.865000000000002
11.683,2004-06-11,13.339,25.022
11.688,2004-06-12,13.434,25.122
11.616,2004-06-13,13.581,25.197
11.576,2004-06-14,13.733,25.309
11.558,2004-06-15,13.867,25.425
11.534,2004-06-16,13.941,25.475
11.444,2004-06-17,14.026,25.47
11.363,2004-06-18,14.094,25.457
11.352,2004-06-19,14.151,25.503
11.304,2004-06-20,14.259,25.563000000000002
11.234,2004-06-21,14.388,25.622
11.243,2004-06-22,14.526,25.769
11.127,2004-06-23,14.675,25.802
10.974,2004-06-24,14.726,25.700000000000003
10.942,2004-06-25,14.752,25.694000000000003
10.911,2004-06-26,14.784,25.695
10.849,2004-06-27,14.857,25.706
10.807,2004-06-28,14.987,25.794
10.805,2004-06-29,15.071,25.875999999999998
10.814,2004-06-30,15.156,25.97
10.633,2004-07-01,15.197,25.83
10.542,2004-07-02,15.27,25.811999999999998
10.402,2004-07-03,15.403,25.805
10.349,2004-07-04,15.44,25.789
10.277,2004-07-05,15.442,25.719
10.288,2004-07-06,15.498,25.786
10.218,2004-07-07,15.577,25.795
10.132,2004-07-08,15.661,25.793
10.039,2004-07-09,15.824,25.863
9.963,2004-07-10,15.969,25.932
9.867,2004-07-11,16.132,25.999000000000002
9.799,2004-07-12,16.291,26.09
9.713,2004-07-13,16.297,26.009999999999998
9.529,2004-07-14,16.294,25.823
9.518,2004-07-15,16.335,25.853
9.492,2004-07-16,16.406,25.898
9.328,2004-07-17,16.45,25.778
9.185,2004-07-18,16.525,25.71
9.168,2004-07-19,16.622,25.79
9.061,2004-07-20,16.718,25.779
9.028,2004-07-21,16.747,25.775
8.935,2004-07-22,16.798,25.732999999999997
8.881,2004-07-23,16.856,25.737000000000002
8.82,2004-07-24,16.836,25.656
8.76,2004-07-25,16.807,25.567
8.653,2004-07-26,16.861,25.514000000000003
8.466,2004-07-27,17.013,25.479
8.431,2004-07-28,17.069,25.5
8.364,2004-07-29,17.201,25.565
8.311,2004-07-30,17.35,25.661
8.22,2004-07-31,17.419,25.639000000000003
8.125,2004-08-01,17.414,25.539
7.954,2004-08-02,17.433,25.387
7.864,2004-08-03,17.491,25.355
7.795,2004-08-04,17.466,25.261000000000003
7.74,2004-08-05,17.453,25.192999999999998
7.609,2004-08-06,17.467,25.076
7.472,2004-08-07,17.665,25.137
7.388,2004-08-08,17.773,25.161
7.261,2004-08-09,17.722,24.983
7.213,2004-08-10,17.669,24.882
7.15,2004-08-11,17.731,24.881
7.057,2004-08-12,17.776,24.833
6.985,2004-08-13,17.857,24.842
6.865,2004-08-14,17.984,24.849000000000004
6.878,2004-08-15,18.026,24.904
6.683,2004-08-16,18.149,24.832
6.68,2004-08-17,18.067,24.747
6.607,2004-08-18,18.03,24.637
6.58,2004-08-19,18.0,24.58
6.492,2004-08-20,17.996,24.488
6.425,2004-08-21,18.11,24.535
6.344,2004-08-22,18.108,24.452
6.302,2004-08-23,18.259,24.561
6.284,2004-08-24,18.391,24.674999999999997
6.224,2004-08-25,18.568,24.792
6.215,2004-08-26,18.574,24.789
6.181,2004-08-27,18.572,24.753
6.058,2004-08-28,18.609,24.667
6.033,2004-08-29,18.608,24.641000000000002
6.021,2004-08-30,18.614,24.635
6.015,2004-08-31,18.73,24.745
5.93,2004-09-01,18.782,24.712
5.967,2004-09-02,18.842,24.808999999999997
5.926,2004-09-03,18.858,24.784
5.946,2004-09-04,18.941,24.887
5.963,2004-09-05,19.054,25.017
5.94,2004-09-06,19.047,24.987000000000002
5.902,2004-09-07,19.093,24.995
5.927,2004-09-08,19.124,25.051
5.906,2004-09-09,19.069,24.974999999999998
5.83,2004-09-10,19.059,24.889000000000003
5.809,2004-09-11,18.912,24.721
5.807,2004-09-12,18.897,24.704
5.84,2004-09-13,18.848,24.688
5.855,2004-09-14,18.926,24.781
5.853,2004-09-15,18.886,24.738999999999997
5.803,2004-09-16,18.877,24.68
5.803,2004-09-17,18.912,24.715
5.77,2004-09-18,18.913,24.683
5.771,2004-09-19,18.924,24.695
5.821,2004-09-20,18.956,24.777
6.034,2004-09-21,18.939,24.973
5.97,2004-09-22,18.9,24.869999999999997
6.0,2004-09-23,18.872,24.872
6.112,2004-09-24,18.872,24.984
6.183,2004-09-25,18.823,25.006
6.247,2004-09-26,18.799,25.046
6.32,2004-09-27,18.801,25.121
6.397,2004-09-28,18.852,25.249000000000002
6.442,2004-09-29,18.908,25.35
6.461,2004-09-30,18.891,25.351999999999997
6.621,2004-10-01,18.929,25.549999999999997
6.713,2004-10-02,18.898,25.611
6.839,2004-10-03,18.83,25.668999999999997
6.821,2004-10-04,18.789,25.61
6.899,2004-10-05,18.929,25.828
7.039,2004-10-06,18.808,25.847
7.204,2004-10-07,18.713,25.917
7.289,2004-10-08,18.707,25.996000000000002
7.357,2004-10-09,18.632,25.989
7.464,2004-10-10,18.57,26.034
7.607,2004-10-11,18.565,26.172
7.74,2004-10-12,18.596,26.336
7.846,2004-10-13,18.618,26.464
7.894,2004-10-14,18.614,26.508000000000003
7.92,2004-10-15,18.546,26.466
7.982,2004-10-16,18.556,26.538
8.11,2004-10-17,18.54,26.65
8.219,2004-10-18,18.542,26.761000000000003
8.21,2004-10-19,18.488,26.698
8.169,2004-10-20,18.357,26.526
8.242,2004-10-21,18.299,26.541
8.329,2004-10-22,18.239,26.568
8.432,2004-10-23,18.181,26.613
8.617,2004-10-24,18.118,26.735
8.685,2004-10-25,18.146,26.831000000000003
8.742,2004-10-26,18.136,26.878
8.798,2004-10-27,18.1,26.898000000000003
