Extent_north,Datetime,Extent_south,Extent_total
10.231,1978-10-26,17.624,27.854999999999997
10.42,1978-10-28,17.803,28.223
10.557,1978-10-30,17.67,28.227000000000004
10.67,1978-11-01,17.527,28.197000000000003
10.777,1978-11-03,17.486,28.262999999999998
10.968,1978-11-05,17.343,28.311
11.08,1978-11-07,17.157,28.237000000000002
11.189,1978-11-09,17.028,28.217
11.314,1978-11-11,16.815,28.129
11.46,1978-11-13,16.371,27.831
11.539,1978-11-15,16.176,27.714999999999996
11.696,1978-11-17,15.52,27.216
11.87,1978-11-19,15.267,27.137
12.053,1978-11-21,15.027,27.08
12.274,1978-11-23,14.681,26.955
12.441,1978-11-25,14.449,26.89
12.662,1978-11-27,13.98,26.642000000000003
12.684,1978-11-29,13.619,26.302999999999997
12.725,1978-12-01,13.33,26.055
12.66,1978-12-03,13.097,25.756999999999998
12.785,1978-12-05,12.829,25.614
13.051,1978-12-07,12.436,25.487000000000002
13.143,1978-12-09,11.963,25.106
13.437,1978-12-11,11.652,25.089
13.603,1978-12-13,11.148,24.750999999999998
13.649,1978-12-15,10.664,24.313
13.807,1978-12-17,10.239,24.046
13.892,1978-12-19,9.758,23.65
13.996,1978-12-21,9.362,23.358
14.189,1978-12-23,8.706,22.895
14.268,1978-12-25,8.362,22.630000000000003
14.383,1978-12-27,7.907,22.29
14.5,1978-12-29,7.588,22.088
14.585,1978-12-31,7.283,21.868000000000002
14.997,1979-01-02,6.945,21.942
14.922,1979-01-04,6.838,21.76
14.929,1979-01-06,6.638,21.567
14.968,1979-01-08,6.27,21.238
15.19,1979-01-10,6.138,21.328
15.327,1979-01-12,5.952,21.279
15.352,1979-01-14,5.564,20.916
15.5,1979-01-16,5.379,20.878999999999998
15.517,1979-01-18,5.233,20.75
15.709,1979-01-20,4.984,20.692999999999998
15.679,1979-01-22,4.609,20.288
15.745,1979-01-24,4.397,20.142
15.686,1979-01-26,4.184,19.87
15.777,1979-01-28,4.004,19.781
15.912,1979-01-30,3.898,19.810000000000002
15.857,1979-02-01,3.704,19.561
15.839,1979-02-03,3.516,19.355
15.831,1979-02-05,3.367,19.198
15.801,1979-02-07,3.326,19.127
15.99,1979-02-09,3.212,19.202
16.099,1979-02-11,3.043,19.142
16.289,1979-02-13,3.049,19.338
16.323,1979-02-15,2.916,19.239
16.343,1979-02-17,2.911,19.254
16.291,1979-02-19,2.95,19.241
16.26,1979-02-21,2.945,19.205000000000002
16.401,1979-02-23,2.924,19.325
16.579,1979-02-25,2.996,19.575
16.551,1979-02-27,3.116,19.666999999999998
16.635,1979-03-01,3.248,19.883000000000003
16.457,1979-03-03,3.079,19.536
16.568,1979-03-05,3.228,19.796000000000003
16.547,1979-03-07,3.308,19.855
16.536,1979-03-09,3.366,19.902
16.513,1979-03-11,3.443,19.956000000000003
16.414,1979-03-13,3.594,20.008000000000003
16.31,1979-03-15,3.721,20.031
16.467,1979-03-17,3.832,20.299
16.505,1979-03-19,4.091,20.596
16.349,1979-03-21,4.248,20.597
16.279,1979-03-23,4.5,20.779
16.264,1979-03-25,4.818,21.082
16.06,1979-03-27,4.894,20.954
15.763,1979-03-29,5.208,20.971
15.804,1979-03-31,5.411,21.215
15.66,1979-04-02,5.649,21.309
15.641,1979-04-04,5.826,21.467
15.695,1979-04-06,6.152,21.847
15.794,1979-04-08,6.409,22.203
15.761,1979-04-10,6.806,22.567
15.655,1979-04-12,7.149,22.804
15.5,1979-04-14,7.309,22.809
15.454,1979-04-16,7.587,23.041
15.51,1979-04-18,7.742,23.252
15.343,1979-04-20,8.01,23.353
15.255,1979-04-22,8.273,23.528
15.224,1979-04-24,8.572,23.796
15.141,1979-04-26,8.791,23.932000000000002
15.108,1979-04-28,8.97,24.078000000000003
14.961,1979-04-30,9.038,23.999000000000002
14.626,1979-05-02,9.162,23.788
14.498,1979-05-04,9.498,23.996
14.45,1979-05-06,9.968,24.418
14.325,1979-05-08,9.848,24.173000000000002
14.149,1979-05-10,10.109,24.258
14.012,1979-05-12,10.342,24.354
13.836,1979-05-14,10.656,24.492
13.862,1979-05-16,10.953,24.814999999999998
13.691,1979-05-18,11.145,24.836
13.56,1979-05-20,11.273,24.833
13.529,1979-05-22,11.458,24.987000000000002
13.364,1979-05-24,11.634,24.998
13.399,1979-05-26,11.868,25.267
13.292,1979-05-28,12.116,25.408
13.26,1979-05-30,12.37,25.63
13.076,1979-06-01,12.654,25.73
12.977,1979-06-03,13.061,26.038
12.832,1979-06-05,13.24,26.072000000000003
12.791,1979-06-07,13.452,26.243000000000002
12.854,1979-06-09,13.523,26.377
12.733,1979-06-11,13.661,26.394
12.673,1979-06-13,13.748,26.421
12.548,1979-06-15,13.952,26.5
12.517,1979-06-17,14.26,26.777
12.415,1979-06-19,14.588,27.003
12.373,1979-06-21,14.909,27.282
12.243,1979-06-23,15.227,27.47
12.112,1979-06-25,15.371,27.483
11.977,1979-06-27,15.513,27.490000000000002
11.829,1979-06-29,15.646,27.475
11.562,1979-07-01,15.685,27.247
11.363,1979-07-03,15.779,27.142
11.255,1979-07-05,15.896,27.151000000000003
10.936,1979-07-07,15.947,26.883
10.793,1979-07-09,16.128,26.921
10.662,1979-07-11,16.235,26.897
10.503,1979-07-13,16.408,26.911
10.401,1979-07-15,16.588,26.989
10.256,1979-07-17,16.661,26.917
9.927,1979-07-19,16.794,26.721
9.919,1979-07-21,16.864,26.783
9.668,1979-07-23,16.93,26.598
9.614,1979-07-25,17.144,26.758
9.556,1979-07-27,17.042,26.598
9.342,1979-07-29,17.11,26.451999999999998
9.223,1979-07-31,17.059,26.282000000000004
9.0,1979-08-02,16.944,25.944
8.859,1979-08-04,17.022,25.881
8.744,1979-08-06,16.983,25.727
8.61,1979-08-08,17.0,25.61
8.328,1979-08-10,17.181,25.509
8.284,1979-08-12,17.506,25.79
8.138,1979-08-14,17.62,25.758000000000003
7.971,1979-08-16,17.876,25.847
7.811,1979-08-18,18.118,25.929
7.659,1979-08-20,18.136,25.794999999999998
7.566,1979-08-22,18.283,25.849
7.577,1979-08-24,18.268,25.845
7.421,1979-08-26,18.203,25.624
7.364,1979-08-28,18.159,25.523
7.284,1979-08-30,18.175,25.459
7.228,1979-09-01,18.187,25.415
7.147,1979-09-03,18.197,25.344
7.037,1979-09-05,18.295,25.332
7.075,1979-09-07,18.28,25.355
7.092,1979-09-09,18.215,25.307
6.981,1979-09-11,18.264,25.244999999999997
7.003,1979-09-13,18.361,25.364
7.007,1979-09-15,18.326,25.333
7.001,1979-09-17,18.105,25.106
6.91,1979-09-19,17.978,24.888
6.895,1979-09-21,18.117,25.012
7.033,1979-09-23,17.973,25.006
7.058,1979-09-25,18.118,25.176
7.127,1979-09-27,18.26,25.387
7.173,1979-09-29,18.257,25.43
7.404,1979-10-01,18.25,25.654
7.534,1979-10-03,18.311,25.845
7.813,1979-10-05,18.275,26.087999999999997
7.878,1979-10-07,18.109,25.987000000000002
8.115,1979-10-09,18.16,26.275
8.136,1979-10-11,18.022,26.157999999999998
8.338,1979-10-13,18.077,26.415
8.57,1979-10-15,17.961,26.531
8.938,1979-10-17,17.95,26.887999999999998
9.19,1979-10-19,17.777,26.967
9.295,1979-10-21,17.738,27.033
9.466,1979-10-23,17.598,27.064
9.7,1979-10-25,17.403,27.102999999999998
9.869,1979-10-27,17.274,27.143
9.797,1979-10-29,17.206,27.003
9.924,1979-10-31,17.017,26.941
10.144,1979-11-02,16.945,27.089
10.159,1979-11-04,16.767,26.926000000000002
10.267,1979-11-06,16.71,26.977
10.27,1979-11-08,16.537,26.807
10.497,1979-11-10,16.266,26.762999999999998
10.61,1979-11-12,15.947,26.557
10.8,1979-11-14,15.729,26.529
10.92,1979-11-16,15.481,26.401
11.01,1979-11-18,15.256,26.266
11.157,1979-11-20,14.984,26.141
11.352,1979-11-22,14.682,26.034
11.419,1979-11-24,14.202,25.621000000000002
11.581,1979-11-26,13.82,25.401
11.884,1979-11-28,13.569,25.453000000000003
12.076,1979-11-30,13.161,25.237000000000002
12.39,1979-12-02,12.893,25.283
12.462,1979-12-04,12.471,24.933
12.781,1979-12-06,12.042,24.823
12.991,1979-12-08,11.457,24.448
13.101,1979-12-10,10.844,23.945
13.292,1979-12-12,10.34,23.631999999999998
13.268,1979-12-14,9.793,23.061
13.322,1979-12-16,9.125,22.447
13.377,1979-12-18,8.307,21.684
13.541,1979-12-20,7.891,21.432000000000002
13.619,1979-12-22,7.405,21.024
13.773,1979-12-24,6.842,20.615
13.934,1979-12-26,6.607,20.541
14.101,1979-12-28,6.396,20.497
14.092,1979-12-30,6.124,20.216
14.2,1980-01-01,5.967,20.166999999999998
14.302,1980-01-03,5.674,19.976
14.414,1980-01-05,5.584,19.997999999999998
14.518,1980-01-07,5.329,19.847
14.594,1980-01-09,5.0,19.594
14.665,1980-01-11,4.874,19.538999999999998
14.771,1980-01-13,4.682,19.453000000000003
14.831,1980-01-15,4.569,19.4
14.957,1980-01-17,4.419,19.376
15.12,1980-01-19,4.319,19.439
15.141,1980-01-21,4.115,19.256
15.195,1980-01-23,3.986,19.181
15.209,1980-01-25,3.801,19.009999999999998
15.124,1980-01-27,3.664,18.788
15.258,1980-01-29,3.513,18.771
15.491,1980-01-31,3.496,18.987
15.401,1980-02-02,3.355,18.756
15.639,1980-02-04,3.218,18.857
15.76,1980-02-06,3.124,18.884
15.888,1980-02-08,3.009,18.897
15.895,1980-02-10,2.929,18.823999999999998
15.97,1980-02-12,2.91,18.880000000000003
16.017,1980-02-14,2.69,18.707
16.095,1980-02-16,2.676,18.771
16.095,1980-02-18,2.629,18.724
16.17,1980-02-20,2.591,18.761000000000003
16.066,1980-02-22,2.609,18.674999999999997
16.087,1980-02-24,2.583,18.67
16.069,1980-02-26,2.521,18.59
16.22,1980-02-28,2.613,18.833
16.157,1980-03-01,2.576,18.733
16.248,1980-03-03,2.672,18.92
16.302,1980-03-05,2.839,19.141
16.289,1980-03-07,2.944,19.233
16.168,1980-03-09,3.026,19.194
16.04,1980-03-11,3.051,19.091
15.966,1980-03-13,3.162,19.128
15.994,1980-03-15,3.256,19.25
15.988,1980-03-17,3.312,19.3
16.005,1980-03-19,3.396,19.401
15.946,1980-03-21,3.416,19.362
15.945,1980-03-23,3.515,19.46
15.923,1980-03-25,3.628,19.551000000000002
15.986,1980-03-27,3.79,19.776
15.891,1980-03-29,3.966,19.857
15.813,1980-03-31,4.169,19.982
15.681,1980-04-02,4.264,19.945
15.664,1980-04-04,4.348,20.012
15.707,1980-04-06,4.563,20.27
15.653,1980-04-08,4.708,20.361
15.644,1980-04-10,4.76,20.404
15.652,1980-04-12,4.937,20.589
15.523,1980-04-14,5.026,20.549
15.509,1980-04-16,5.197,20.706
15.39,1980-04-18,5.465,20.855
15.376,1980-04-20,5.726,21.102
15.406,1980-04-22,6.019,21.425
15.259,1980-04-24,6.215,21.474
15.117,1980-04-26,6.34,21.457
14.996,1980-04-28,6.626,21.622
14.859,1980-04-30,6.881,21.740000000000002
14.718,1980-05-02,7.174,21.892
14.549,1980-05-04,7.375,21.924
14.412,1980-05-06,7.682,22.094
14.32,1980-05-08,7.933,22.253
14.186,1980-05-10,8.259,22.445
14.011,1980-05-12,8.466,22.476999999999997
13.843,1980-05-14,8.557,22.4
13.757,1980-05-16,8.914,22.671
13.672,1980-05-18,9.087,22.759
13.531,1980-05-20,9.3,22.831000000000003
13.405,1980-05-22,9.588,22.993
13.34,1980-05-24,9.832,23.172
13.206,1980-05-26,10.063,23.269
13.023,1980-05-28,10.207,23.23
12.916,1980-05-30,10.413,23.329
12.766,1980-06-01,10.681,23.447
12.706,1980-06-03,10.742,23.448
12.614,1980-06-05,11.111,23.725
12.61,1980-06-07,11.314,23.924
12.586,1980-06-09,11.665,24.250999999999998
12.468,1980-06-11,11.961,24.429000000000002
12.278,1980-06-13,12.276,24.554000000000002
12.269,1980-06-15,12.644,24.913
12.13,1980-06-17,12.838,24.968
12.043,1980-06-19,13.119,25.162
12.007,1980-06-21,13.311,25.317999999999998
11.842,1980-06-23,13.671,25.512999999999998
11.699,1980-06-25,14.046,25.744999999999997
11.585,1980-06-27,13.912,25.497
11.466,1980-06-29,14.063,25.529
11.283,1980-07-01,14.199,25.482
11.075,1980-07-03,14.417,25.491999999999997
10.983,1980-07-05,14.686,25.669
10.852,1980-07-07,14.935,25.787
10.7,1980-07-09,15.066,25.766
10.575,1980-07-11,15.226,25.801000000000002
10.307,1980-07-13,15.429,25.736
10.203,1980-07-15,15.539,25.741999999999997
9.946,1980-07-17,15.719,25.665
9.847,1980-07-19,15.846,25.692999999999998
9.779,1980-07-21,15.967,25.746000000000002
9.594,1980-07-23,16.158,25.752000000000002
9.358,1980-07-25,16.289,25.647000000000002
9.166,1980-07-27,16.468,25.634
9.065,1980-07-29,16.505,25.57
8.868,1980-07-31,16.582,25.450000000000003
8.76,1980-08-02,16.672,25.432000000000002
8.611,1980-08-04,17.078,25.689
8.548,1980-08-06,17.282,25.83
8.348,1980-08-08,17.297,25.645000000000003
8.202,1980-08-10,17.572,25.774
8.041,1980-08-12,17.768,25.809
7.82,1980-08-14,17.932,25.752
7.765,1980-08-16,17.88,25.645
7.761,1980-08-18,17.944,25.705
7.717,1980-08-20,18.14,25.857
7.758,1980-08-22,18.143,25.901
7.578,1980-08-24,18.27,25.848
7.667,1980-08-26,18.338,26.005000000000003
7.588,1980-08-28,18.341,25.929000000000002
7.6,1980-08-30,18.427,26.027
7.544,1980-09-01,18.612,26.156
7.555,1980-09-03,18.604,26.159
7.533,1980-09-05,18.619,26.152
7.574,1980-09-07,18.653,26.226999999999997
7.56,1980-09-09,18.586,26.145999999999997
7.557,1980-09-11,18.736,26.293
7.543,1980-09-13,18.784,26.326999999999998
7.602,1980-09-15,18.842,26.444
7.58,1980-09-17,18.83,26.409999999999997
7.651,1980-09-19,18.977,26.628
7.686,1980-09-21,19.026,26.712
7.782,1980-09-23,19.092,26.874
7.854,1980-09-25,19.02,26.874
7.966,1980-09-27,18.917,26.883000000000003
8.019,1980-09-29,18.961,26.979999999999997
8.223,1980-10-01,18.877,27.1
8.213,1980-10-03,18.883,27.095999999999997
8.485,1980-10-05,18.834,27.319
8.532,1980-10-07,18.725,27.257
8.809,1980-10-09,18.786,27.595
8.975,1980-10-11,18.793,27.768
9.161,1980-10-13,18.794,27.955
9.218,1980-10-15,18.913,28.131
9.272,1980-10-17,18.66,27.932000000000002
9.389,1980-10-19,18.536,27.925
9.468,1980-10-21,18.469,27.937
9.586,1980-10-23,18.367,27.953000000000003
9.643,1980-10-25,18.312,27.955000000000002
9.841,1980-10-27,18.209,28.049999999999997
9.911,1980-10-29,18.064,27.975
10.198,1980-10-31,17.864,28.062
10.42,1980-11-02,17.725,28.145000000000003
10.523,1980-11-04,17.504,28.027
10.652,1980-11-06,17.321,27.973
10.789,1980-11-08,17.235,28.024
10.88,1980-11-10,17.077,27.957
10.976,1980-11-12,16.9,27.875999999999998
11.087,1980-11-14,16.633,27.72
11.217,1980-11-16,16.394,27.610999999999997
11.337,1980-11-18,16.133,27.47
11.628,1980-11-20,15.758,27.386
11.78,1980-11-22,15.378,27.158
12.096,1980-11-24,15.015,27.111
12.256,1980-11-26,14.714,26.97
12.476,1980-11-28,14.334,26.810000000000002
12.626,1980-11-30,13.876,26.502
12.643,1980-12-02,13.549,26.192
13.032,1980-12-04,13.156,26.188000000000002
13.122,1980-12-06,12.601,25.723
13.298,1980-12-08,12.097,25.395
13.334,1980-12-10,11.659,24.993000000000002
13.569,1980-12-12,11.17,24.739
13.685,1980-12-14,10.702,24.387
13.91,1980-12-16,10.212,24.122
13.762,1980-12-18,9.676,23.438000000000002
13.697,1980-12-20,9.342,23.039
13.779,1980-12-22,8.65,22.429000000000002
13.798,1980-12-24,8.1,21.898
14.0,1980-12-26,7.612,21.612000000000002
14.172,1980-12-28,7.178,21.35
14.093,1980-12-30,6.634,20.727
14.256,1981-01-01,6.323,20.579
14.456,1981-01-03,5.791,20.247
14.435,1981-01-05,5.351,19.786
14.689,1981-01-07,5.191,19.88
14.619,1981-01-09,4.775,19.394
14.69,1981-01-11,4.588,19.278
14.649,1981-01-13,4.503,19.152
14.748,1981-01-15,4.286,19.034
14.998,1981-01-17,4.073,19.070999999999998
15.066,1981-01-19,3.971,19.037
15.055,1981-01-21,3.838,18.893
15.17,1981-01-23,3.745,18.915
15.244,1981-01-25,3.699,18.942999999999998
15.35,1981-01-27,3.536,18.886
15.503,1981-01-29,3.509,19.012
15.627,1981-01-31,3.411,19.038
15.646,1981-02-02,3.297,18.943
15.663,1981-02-04,3.214,18.877
15.629,1981-02-06,3.111,18.74
15.541,1981-02-08,2.935,18.476
15.44,1981-02-10,2.878,18.317999999999998
15.474,1981-02-12,2.821,18.295
15.482,1981-02-14,2.763,18.244999999999997
15.575,1981-02-16,2.707,18.282
15.592,1981-02-18,2.705,18.297
15.731,1981-02-20,2.694,18.425
15.654,1981-02-22,2.731,18.384999999999998
15.706,1981-02-24,2.742,18.448
15.667,1981-02-26,2.834,18.501
15.657,1981-02-28,2.797,18.454
15.628,1981-03-02,2.724,18.352
15.726,1981-03-04,2.759,18.485
15.646,1981-03-06,2.755,18.401
15.644,1981-03-08,2.862,18.506
15.733,1981-03-10,3.013,18.746000000000002
15.657,1981-03-12,3.075,18.732
15.801,1981-03-14,3.226,19.027
15.771,1981-03-16,3.338,19.109
15.528,1981-03-18,3.442,18.97
15.621,1981-03-20,3.514,19.135
15.535,1981-03-22,3.672,19.207
15.559,1981-03-24,3.893,19.451999999999998
15.626,1981-03-26,4.114,19.74
15.517,1981-03-28,4.195,19.712
15.481,1981-03-30,4.291,19.772
15.44,1981-04-01,4.505,19.945
15.221,1981-04-03,4.589,19.810000000000002
15.224,1981-04-05,4.787,20.011
15.242,1981-04-07,5.018,20.26
15.202,1981-04-09,5.136,20.338
15.135,1981-04-11,5.417,20.552
15.11,1981-04-13,5.565,20.675
15.086,1981-04-15,5.793,20.879
14.983,1981-04-17,5.988,20.971
14.95,1981-04-19,6.214,21.164
14.92,1981-04-21,6.393,21.313
14.844,1981-04-23,6.717,21.561
14.714,1981-04-25,6.903,21.617
14.564,1981-04-27,7.167,21.731
14.514,1981-04-29,7.385,21.899
14.272,1981-05-01,7.549,21.821
14.285,1981-05-03,7.75,22.035
14.249,1981-05-05,8.029,22.278
14.077,1981-05-07,8.269,22.346
14.083,1981-05-09,8.439,22.522
14.072,1981-05-11,8.671,22.743
14.025,1981-05-13,8.912,22.937
13.928,1981-05-15,9.225,23.153
13.843,1981-05-17,9.396,23.239
13.752,1981-05-19,9.707,23.459000000000003
13.568,1981-05-21,9.932,23.5
13.464,1981-05-23,10.293,23.756999999999998
13.378,1981-05-25,10.481,23.859
13.333,1981-05-27,10.701,24.034
13.275,1981-05-29,10.987,24.262
13.222,1981-05-31,11.333,24.555
13.059,1981-06-02,11.609,24.668
13.002,1981-06-04,11.792,24.794
12.954,1981-06-06,11.822,24.776
12.863,1981-06-08,11.885,24.747999999999998
12.721,1981-06-10,12.236,24.957
12.652,1981-06-12,12.599,25.250999999999998
12.487,1981-06-14,12.768,25.255000000000003
12.465,1981-06-16,13.142,25.607
12.364,1981-06-18,13.593,25.957
12.216,1981-06-20,13.67,25.886
12.064,1981-06-22,13.754,25.817999999999998
12.003,1981-06-24,14.008,26.011
12.013,1981-06-26,14.317,26.33
11.796,1981-06-28,14.599,26.395
11.787,1981-06-30,14.834,26.621000000000002
11.428,1981-07-02,15.061,26.489
11.33,1981-07-04,15.235,26.564999999999998
11.181,1981-07-06,15.362,26.543
11.022,1981-07-08,15.356,26.378
10.894,1981-07-10,15.559,26.453
10.691,1981-07-12,15.757,26.448
10.643,1981-07-14,15.918,26.561
10.354,1981-07-16,16.021,26.375
10.127,1981-07-18,16.09,26.217
9.826,1981-07-20,16.267,26.093
9.788,1981-07-22,16.532,26.32
9.538,1981-07-24,16.803,26.341
9.22,1981-07-26,16.81,26.03
9.106,1981-07-28,16.812,25.918
8.917,1981-07-30,16.998,25.915
8.733,1981-08-01,16.968,25.701
8.587,1981-08-03,17.137,25.724
8.326,1981-08-05,17.27,25.596
8.176,1981-08-07,17.29,25.466
8.0,1981-08-09,17.475,25.475
7.917,1981-08-11,17.687,25.604
7.883,1981-08-13,17.712,25.595
7.804,1981-08-15,17.841,25.645000000000003
7.724,1981-08-17,18.051,25.775
7.667,1981-08-19,17.993,25.659999999999997
7.593,1981-08-21,17.948,25.541
7.53,1981-08-23,17.9,25.43
7.495,1981-08-25,17.983,25.478
7.408,1981-08-27,18.125,25.533
7.296,1981-08-29,18.203,25.499
7.37,1981-08-31,18.201,25.571
7.203,1981-09-02,18.2,25.403
7.162,1981-09-04,18.301,25.462999999999997
6.992,1981-09-06,18.33,25.322
7.046,1981-09-08,18.427,25.473
6.902,1981-09-10,18.445,25.347
6.904,1981-09-12,18.479,25.383
6.952,1981-09-14,18.636,25.588
6.951,1981-09-16,18.689,25.64
7.002,1981-09-18,18.856,25.858
7.053,1981-09-20,18.778,25.831
7.231,1981-09-22,18.706,25.936999999999998
7.261,1981-09-24,18.763,26.024
7.303,1981-09-26,18.789,26.092000000000002
7.489,1981-09-28,18.778,26.267
7.626,1981-09-30,18.77,26.396
7.987,1981-10-02,18.717,26.704
8.087,1981-10-04,18.67,26.757
8.151,1981-10-06,18.7,26.851
8.354,1981-10-08,18.701,27.055
8.416,1981-10-10,18.621,27.037
8.63,1981-10-12,18.689,27.319000000000003
8.904,1981-10-14,18.478,27.382
9.037,1981-10-16,18.452,27.489000000000004
9.062,1981-10-18,18.469,27.531
9.134,1981-10-20,18.216,27.35
9.096,1981-10-22,17.968,27.064
9.233,1981-10-24,17.882,27.115000000000002
9.425,1981-10-26,17.723,27.148
9.609,1981-10-28,17.654,27.262999999999998
9.719,1981-10-30,17.466,27.185000000000002
9.905,1981-11-01,17.213,27.118000000000002
9.929,1981-11-03,17.098,27.027
10.337,1981-11-05,16.83,27.166999999999998
10.518,1981-11-07,16.769,27.287
10.51,1981-11-09,16.708,27.217999999999996
10.631,1981-11-11,16.497,27.128
10.908,1981-11-13,16.446,27.354
10.965,1981-11-15,16.301,27.266
11.197,1981-11-17,15.997,27.194
11.177,1981-11-19,15.922,27.099
11.273,1981-11-21,15.792,27.064999999999998
11.417,1981-11-23,15.379,26.796
11.611,1981-11-25,15.168,26.779
11.675,1981-11-27,14.92,26.595
11.882,1981-11-29,14.63,26.512
11.99,1981-12-01,14.323,26.313000000000002
12.336,1981-12-03,13.957,26.293
12.507,1981-12-05,13.615,26.122
12.698,1981-12-07,13.135,25.833
12.816,1981-12-09,12.725,25.541
12.948,1981-12-11,12.432,25.380000000000003
13.217,1981-12-13,12.133,25.35
13.418,1981-12-15,11.485,24.903
13.635,1981-12-17,10.775,24.41
13.802,1981-12-19,10.038,23.84
13.893,1981-12-21,9.355,23.248
13.877,1981-12-23,8.9,22.777
14.016,1981-12-25,8.397,22.413
13.953,1981-12-27,8.005,21.958
14.128,1981-12-29,7.716,21.844
14.224,1981-12-31,7.326,21.55
14.479,1982-01-02,7.039,21.518
14.642,1982-01-04,6.689,21.331
14.88,1982-01-06,6.393,21.273
14.993,1982-01-08,6.084,21.076999999999998
15.052,1982-01-10,5.862,20.914
15.141,1982-01-12,5.625,20.766
15.138,1982-01-14,5.367,20.505
15.22,1982-01-16,5.26,20.48
15.227,1982-01-18,5.046,20.273
15.208,1982-01-20,4.801,20.009
15.283,1982-01-22,4.528,19.811
15.391,1982-01-24,4.28,19.671
15.547,1982-01-26,4.099,19.646
15.695,1982-01-28,4.028,19.723
15.755,1982-01-30,3.8,19.555
15.836,1982-02-01,3.65,19.486
15.841,1982-02-03,3.555,19.396
15.85,1982-02-05,3.378,19.228
15.797,1982-02-07,3.316,19.113
15.829,1982-02-09,3.185,19.014
15.748,1982-02-11,3.071,18.819
15.854,1982-02-13,3.027,18.881
15.857,1982-02-15,2.964,18.820999999999998
16.058,1982-02-17,2.912,18.97
16.087,1982-02-19,2.973,19.06
16.094,1982-02-21,2.891,18.985
16.143,1982-02-23,2.89,19.033
16.31,1982-02-25,2.977,19.287
16.325,1982-02-27,3.01,19.335
16.234,1982-03-01,3.048,19.282000000000004
16.293,1982-03-03,3.148,19.441
16.315,1982-03-05,3.271,19.586000000000002
16.309,1982-03-07,3.298,19.607
16.123,1982-03-09,3.434,19.557000000000002
16.099,1982-03-11,3.657,19.756
16.005,1982-03-13,3.959,19.964
15.955,1982-03-15,4.168,20.123
15.905,1982-03-17,4.29,20.195
15.938,1982-03-19,4.433,20.371000000000002
15.911,1982-03-21,4.737,20.648
15.898,1982-03-23,4.941,20.839
15.929,1982-03-25,5.104,21.033
15.875,1982-03-27,5.437,21.312
15.931,1982-03-29,5.708,21.639
15.982,1982-03-31,5.972,21.954
15.945,1982-04-02,6.262,22.207
15.943,1982-04-04,6.483,22.426
15.859,1982-04-06,6.613,22.472
15.581,1982-04-08,6.76,22.341
15.577,1982-04-10,6.999,22.576
15.491,1982-04-12,7.229,22.72
15.627,1982-04-14,7.495,23.122
15.528,1982-04-16,7.788,23.316000000000003
15.448,1982-04-18,8.049,23.497
15.387,1982-04-20,8.183,23.57
15.276,1982-04-22,8.442,23.718
15.135,1982-04-24,8.538,23.673000000000002
15.105,1982-04-26,8.785,23.89
15.091,1982-04-28,9.037,24.128
14.997,1982-04-30,9.181,24.177999999999997
14.786,1982-05-02,9.541,24.326999999999998
14.679,1982-05-04,9.593,24.272
14.511,1982-05-06,9.749,24.259999999999998
14.319,1982-05-08,10.024,24.343
14.222,1982-05-10,10.34,24.561999999999998
14.137,1982-05-12,10.507,24.644
14.083,1982-05-14,10.564,24.647
14.003,1982-05-16,10.644,24.647
13.853,1982-05-18,10.944,24.797
13.653,1982-05-20,11.098,24.751
13.576,1982-05-22,11.385,24.961
13.583,1982-05-24,11.405,24.988
13.543,1982-05-26,11.721,25.264
13.38,1982-05-28,11.881,25.261000000000003
13.27,1982-05-30,11.979,25.249
13.091,1982-06-01,12.18,25.271
12.99,1982-06-03,12.318,25.308
12.874,1982-06-05,12.625,25.499000000000002
12.834,1982-06-07,12.773,25.607
12.75,1982-06-09,12.938,25.688000000000002
12.709,1982-06-11,13.271,25.98
12.678,1982-06-13,13.415,26.093
12.652,1982-06-15,13.562,26.214
12.476,1982-06-17,13.661,26.137
12.317,1982-06-19,13.74,26.057000000000002
12.145,1982-06-21,13.829,25.974
12.079,1982-06-23,13.994,26.073
11.918,1982-06-25,14.161,26.079
11.868,1982-06-27,14.248,26.116
11.76,1982-06-29,14.536,26.296
11.425,1982-07-01,14.696,26.121000000000002
11.442,1982-07-03,14.951,26.393
11.344,1982-07-05,15.108,26.451999999999998
11.165,1982-07-07,15.147,26.311999999999998
11.043,1982-07-09,15.25,26.293
10.816,1982-07-11,15.38,26.196
10.664,1982-07-13,15.764,26.427999999999997
10.436,1982-07-15,16.107,26.543
10.264,1982-07-17,15.997,26.261
10.179,1982-07-19,15.906,26.085
10.022,1982-07-21,16.09,26.112000000000002
9.782,1982-07-23,16.45,26.232
9.638,1982-07-25,16.633,26.271
9.417,1982-07-27,16.747,26.164
9.22,1982-07-29,16.766,25.985999999999997
9.016,1982-07-31,16.963,25.979
8.939,1982-08-02,17.095,26.034
8.746,1982-08-04,17.298,26.043999999999997
8.672,1982-08-06,17.318,25.990000000000002
8.45,1982-08-08,17.481,25.931
8.437,1982-08-10,17.579,26.016
8.366,1982-08-12,17.787,26.153
8.152,1982-08-14,17.96,26.112000000000002
8.008,1982-08-16,17.963,25.971
8.027,1982-08-18,17.854,25.881
7.915,1982-08-20,17.989,25.904
7.79,1982-08-22,18.056,25.846
7.759,1982-08-24,18.071,25.830000000000002
7.7,1982-08-26,18.071,25.771
7.582,1982-08-28,18.082,25.664
